"ID"	"type"	"date"	"location"	"loc "	"code"	"group size"	"num.inf"	"prop.inf"	"zswab"	"status"	"logZE"	"sd"	"SVL"	"tail"	"body.con"	"temp"	"yr.tmax"	"yr.ppt"	"rain"	"NearestAL"	"AL"	"NumAL"	"cover"	"length"	"width"	"area"	"density"	"N (lat)"	"W (long)"	"Notes"			
"MC64"	"B. luciae"	"5/9/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		2.22	2.85	1.2837837838	16.9	18.84	20.04	0.44	"NA"	"N"	0	"log"	108	23	2484	0.0004	36.58675	-121.89881				
"MC65"	"B. luciae"	"5/9/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.3	4.9	1.4848484848	19.5	18.84	20.04	0.44	"NA"	"N"	0	"log"	200	23	4600	0.0002	36.58675	-121.89881				
"MC79"	"B. luciae"	"5/9/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		2.68	4	1.4925373134	19.8	18.84	20.04	0.44	"NA"	"N"	0	"log"	260	10	2600	0.0004	36.58679	-121.89892				
"MC85"	"B. luciae"	"5/10/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.83	4.38	1.1436031332	15.1	18.84	20.04	0.44	"NA"	"N"	0	"wood piece"	43	16	688	0.0015	36.58694	-121.89855		"0303-0304"		
"MC90"	"B. luciae"	"5/10/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.52	3.75	1.0653409091	16.4	18.84	20.04	0.44	"NA"	"N"	0	"log"	178	10	1780	0.0006	36.58689	-121.89864	"yellow"	"0315 (log)"		
"MC91"	"B. luciae"	"5/10/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		4.09	5.71	1.3960880196	17.1	18.84	20.04	0.44	"NA"	"N"	0	"wood piece"	74	22	1628	0.0006	36.58684	-121.89864	"very large"			
"MC95"	"B. luciae"	"5/10/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.17	3.19	1.0063091483	16.9	18.84	20.04	0.44	"NA"	"N"	0	"branch"	77	7	539	0.0019	36.58771	-121.89775		331		
"MC106"	"B. luciae"	"6/7/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.44	4.44	1.2906976744	16.3	19.01	20.23	0.1	"NA"	"N"	0	"rotting wood"	"n/a"				36.58765	-121.89785	"inside wood. 2m from 103/104/105"			
"MC107"	"B. luciae"	"6/7/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.94	5.05	1.2817258883	17	19.01	20.23	0.1	"NA"	"N"	0	"rotting wood"	"n/a"				36.58764	-121.8978				
"MC108"	"B. luciae"	"6/7/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.79	5.4	1.4248021108	16.9	19.01	20.23	0.1	"NA"	"N"	0	"rotting wood"	"n/a"				36.58763	-121.8977				
"MC109"	"B. luciae"	"6/7/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.55	5.34	1.5042253521	16.8	19.01	20.23	0.1	"NA"	"N"	0	"rotting wood"	125	33	4125	0.0002	36.5879	-121.89757				
"MC110"	"B. luciae"	"6/7/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.21	4.78	1.4890965732	16.3	19.01	20.23	0.1	"NA"	"N"	0	"log"	190	18	3420	0.0003	36.58786	-121.89755				
"MC111"	"B. luciae"	"6/7/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.9	4.85	1.2435897436	18.2	19.01	20.23	0.1	"NA"	"N"	0	"bark"	27	15	405	0.0025	36.58787	-121.89763	"between 2 barks"			
"MC112"	"B. luciae"	"6/7/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.21	4.29	1.3364485981	16.9	19.01	20.23	0.1	"NA"	"N"	0	"branch"	40	7	280	0.0036	36.58793	-121.89753				
"MC113"	"B. luciae"	"6/7/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.4	4.16	1.2235294118	16.9	19.01	20.23	0.1	"NA"	"N"	0	"log"	140	17	2380	0.0004	36.588	-121.89747				
"MC114"	"B. luciae"	"6/7/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.05	3.62	1.1868852459	16.2	19.01	20.23	0.1	"NA"	"N"	0	"wood piece"	30	26	780	0.0013	36.58761	-121.89765				
"MC115"	"B. luciae"	"6/7/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.95	5.87	1.4860759494	16.3	19.01	20.23	0.1	"NA"	"N"	0	"rotting wood"	"n/a"				36.58761	-121.89765	"2m from 114"			
"MC118"	"B. luciae"	"6/7/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		4.44	7.23	1.6283783784	16.3	19.01	20.23	0.1	"NA"	"N"	0	"rotting wood"	"n/a"				36.58761	-121.89765	"26cm from 119, 10 cm from 115"			
"MC119"	"B. luciae"	"6/7/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		4.18	5.19	1.2416267943	16.3	19.01	20.23	0.1	"NA"	"N"	0	"rotting wood"	"n/a"				36.58761	-121.89765	"26cm from 118, 34cm from 115"			
"MC124"	"B. luciae"	"6/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.74	4.47	1.1951871658	15.9	19.01	20.23	0.11	"NA"	"N"	0	"branch"	140	8	1120	0.0009	36.58726	-121.8982				
"MC132"	"B. luciae"	"6/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.57	4.92	1.3781512605	17.7	19.01	20.23	0.11	"NA"	"N"	0	"bark"	35	14	490	0.002	36.5871	-121.89834				
"MC136"	"B. luciae"	"6/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.35	4.54	1.3552238806	17.9	19.01	20.23	0.11	"NA"	"N"	0	"branch"	70	14	980	0.001	36.5869	-121.89839				
"MC142"	"B. luciae"	"7/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.86	4.94	1.2797927461	17.8	18.99	20.27	0	"NA"	"N"	0	"log w/moist soil under"	143	20	2860	0.0003	36.58674	-121.89883				
"MC147"	"B. luciae"	"7/11/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.8	6.02	1.5842105263	17.5	18.99	20.27	0	"NA"	"N"	0	"rotting log"	150	50	7500	0.0001	36.58766	-121.89782				
"MC203"	"B. luciae"	"10/18/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.15	4.49	1.4253968254	18.3	19.11	20.75	0.34	0	"Y"	1	"log"	340	37	12580	0.0001	36.58643	-121.89828	"2 others slipped through crack."			
"MC206"	"B. luciae"	"11/12/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		26.7	3.04	0.1138576779	16.2	19.42	20.36	2.17	0.00027313	"Y"	1	"log"	244	30	7320	0.0001	36.58641	-121.89832	"under log."			
"MC210"	"B. luciae"	"11/12/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.6	4.53	1.2583333333	15.5	19.42	20.36	2.17	0.0003405877	"N"	0	"log"	274	76	20824	0	36.58654	-121.89823	"inside log."			
"MC213"	"B. luciae"	"11/12/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		4.11	6.24	1.5182481752	17.4	19.42	20.36	2.17	0.0025377549	"N"	0	"wood piece"	61	8	488	0.002	36.58863	-121.89716	"has eggs"			
"MC214"	"B. luciae"	"11/12/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.11	4	1.2861736334	17.4	19.42	20.36	2.17	0.0025377549	"N"	0	"wood piece"	61	8	488	0.002	36.58863	-121.89716	"4' away from 213"			
"MC220"	"B. luciae"	"11/12/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.21	4.32	1.3457943925	18.1	19.42	20.36	2.17	0.0027482358	"N"	0	"log"	122	13	1586	0.0006	36.58874	-121.89695	"under log. 12' from 215-219. 1 more escaped."			
"MC221"	"B. luciae"	"11/12/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.08	3.72	1.2077922078	17.4	19.42	20.36	2.17	0.0027482358	"N"	0	"log"	213	20	4260	0.0002	36.58874	-121.89695	"6' from 220 (diff log)"			
"MC222"	"B. luciae"	"11/12/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.31	4.63	1.3987915408	17.1	19.42	20.36	2.17	0.0028411265	"N"	0	"log"	76	41	3116	0.0003	36.58884	-121.89693	"under log"			
"MC223"	"B. luciae"	"11/12/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		2.66	3.37	1.2669172932	17.8	19.42	20.36	2.17	0.0025707003	"N"	0	"rotting wood"	41	30	1230	0.0008	36.58854	-121.89698	"in wood dust"			
"MC224"	"B. luciae"	"11/12/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		2.72	3.52	1.2941176471	17.2	19.42	20.36	2.17	0.0025707003	"N"	0	"small log"	61	20	1220	0.0008	36.58854	-121.89698	"4' from 223"			
"MC229"	"B. luciae"	"11/23/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		2.87	3.56	1.2404181185	15.1	19.42	20.36	2.64	"NA"	"N"	0	"log"	198	15	2970	0.0003	36.5871	-121.89879	"purple. 12' from 226-228."			
"MC230"	"B. luciae"	"11/23/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.3	3.98	1.2060606061	14.5	19.42	20.36	2.64	"NA"	"N"	0	"branch"	107	9	963	0.001	36.58701	-121.8988	"orange. 25' from 229."			
"MC231"	"B. luciae"	"11/23/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		2.75	3.63	1.32	14.5	19.42	20.36	2.64	"NA"	"N"	0	"bark"	30	15	450	0.0022	36.58701	-121.8988	"4' from 230."			
"MC234"	"B. luciae"	"11/23/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3	3.79	1.2633333333	15.2	19.42	20.36	2.64	"NA"	"N"	0	"bark pile"	46	10	460	0.0022	36.58693	-121.8989	"green"			
"MC235"	"B. luciae"	"11/23/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		4.15	6.76	1.6289156627	15.2	19.42	20.36	2.64	"NA"	"N"	0	"bark pile"	91	30	2730	0.0004	36.58693	-121.8989	"orange. has eggs. 6' from 234."			
"MC236"	"B. luciae"	"11/23/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		2.7	3.14	1.162962963	15.2	18.25	18.07	2.64	"NA"	"N"	0	"wood piece"	305	13	3965	0.0003	36.54436	-121.91775	"l.blue"			
"MC237"	"B. luciae"	"11/23/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		2.43	2.67	1.0987654321	15.2	19.42	20.36	2.64	"NA"	"N"	0	"wood piece"	46	15	690	0.0014	36.58696	-121.89896	"pink"			
"MC238"	"B. luciae"	"11/23/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.57	4.8	1.3445378151	14.4	19.42	20.36	2.64	"NA"	"N"	0	"wood piece"	34	20	680	0.0015	36.58696	-121.89896	"yellow"			
"MC275"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.09	3.81	1.2330097087	13.5	19.48	24.6	6.33	0.0009319335	"Y"	0	"bark"	40	10	400	0.0025	36.58839	-121.89758	"1.5' from 276"			
"MC283"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.83	5.15	1.3446475196	13.1	19.48	24.6	6.33	0.0009319335	"Y"	0	"log"	160	25	4000	0.0003	36.58839	-121.89758	"same log as 276-277"			
"MC284"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.33	4.26	1.2792792793	13.6	19.48	24.6	6.33	0.0008490583	"Y"	0	"wood piece"	34	8	272	0.0037	36.58833	-121.89764	"10' from 278."			
"MC287"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		2.39	2.94	1.230125523	14.8	19.48	24.6	6.33	0.0009780082	"Y"	0	"bark"	10	9	90	0.0111	36.58847	-121.89758				
"MC288"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.23	4.59	1.4210526316	13.8	19.48	24.6	6.33	0.0009780082	"Y"	0	"bark"	17	30	510	0.002	36.58847	-121.89758	"20' from 287"			
"MC289"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		2.53	3.1	1.2252964427	13.7	19.48	24.6	6.33	0.0009780082	"Y"	0	"wood piece"	25	24	600	0.0017	36.58847	-121.89758	"2' from 288"			
"MC290"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.8	5.43	1.4289473684	14.2	19.48	24.6	6.33	0.0009521029	"Y"	0	"bark"	23	12	276	0.0036	36.58844	-121.89759	"6' from 288"			
"MC292"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.2	4.64	1.45	14.2	19.48	24.6	6.33	0.0001843909	"Y"	0	"bark"	50	30	1500	0.0007	36.58784	-121.89818	"same as 296"			
"MC293"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.4	5.31	1.5617647059	15	19.48	24.6	6.33	"5.83095189511e-05"	"Y"	1	"bark"	40	18	720	0.0014	36.58791	-121.89831				
"MC294"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.35	4.57	1.3641791045	15.2	19.48	24.6	6.33	"5.83095189511e-05"	"Y"	1	"wood piece"	26	13	338	0.003	36.58791	-121.89831				
"MC295"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.05	4.11	1.3475409836	15.2	19.48	24.6	6.33	"5.83095189511e-05"	"Y"	1	"wood piece"	74	18	1332	0.0008	36.58791	-121.89831	"has eggs"			
"MC296"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		4.01	6.09	1.5187032419	14.2	19.48	24.6	6.33	0.0001843909	"N"	0	"bark"	50	30	1500	0.0007	36.58784	-121.89818				
"MC297"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		4.24	7.03	1.6580188679	13.9	19.48	24.6	6.33	0.0001843909	"N"	0	"branch"	200	12	2400	0.0004	36.58784	-121.89818	"alone. has eggs? 3' from 296"			
"MC304"	"B. luciae"	"12/21/14"	"Don Dahvee Park, Monterey"	"DD"	1	1	0	0	0	0	0		3.54	4.21	1.1892655367	17.3	19.48	24.6	8.79	"NA"	"N"	0	"log"	95	25	2375	0.0004	36.58542	-121.89629	"inside log. tail growing."			
"MC80"	"B. luciae"	"5/9/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		2.88	2.28	0.7916666667	16.7	18.84	20.04	0.44	"NA"	"N"	0	"log"	310	17	5270	0.0004	36.58703	-121.89872	"green"	" tail growing - stub"		
"MC81"	"B. luciae"	"5/9/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.11	4.08	1.3118971061	16.7	18.84	20.04	0.44	"NA"	"N"	0	"log"	310	17	5270	0.0004	36.58703	-121.89872	"yellow? 105 cm from MC81"	"122-126"		
"MC103"	"B. luciae"	"6/7/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		2.85	1.31	0.4596491228	15.2	19.01	20.23	0.1	"NA"	"N"	0	"wood piece"	36	27	972	0.0021	36.58765	-121.89785	"in wood"			
"MC104"	"B. luciae"	"6/7/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		4	4.9	1.225	15.2	19.01	20.23	0.1	"NA"	"N"	0	"wood piece"	36	27	972	0.0021	36.58765	-121.89785				
"MC116"	"B. luciae"	"6/7/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.42	4.54	1.3274853801	16.3	19.01	20.23	0.1	"NA"	"N"	0	"rotting wood"	"n/a"				36.58761	-121.89765	"2m from 114, with 117, 13 cm from 115"			
"MC117"	"B. luciae"	"6/7/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.28	4.55	1.387195122	16.3	19.01	20.23	0.1	"NA"	"N"	0	"rotting wood"	"n/a"				36.58761	-121.89765	"2m from 114, with 116, 13 cm from 115"			
"MC125"	"B. luciae"	"6/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		4.03	5.38	1.3349875931	15.4	19.01	20.23	0.11	"NA"	"N"	0	"wood piece"	20	10	200	0.005	36.58724	-121.89817				
"MC127"	"B. luciae"	"6/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.85	4.65	1.2077922078	17.3	19.01	20.23	0.11	"NA"	"N"	0	"log"	116	85	9860	0.0001	36.58719	-121.89821	"1 other escaped"			
"MC128"	"B. luciae"	"6/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.49	4.68	1.340974212	16.2	19.01	20.23	0.11	"NA"	"N"	0	"log"	220	18	3960	0.0005	36.58731	-121.89808	"70cm from 129"			
"MC129"	"B. luciae"	"6/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.38	2.99	0.8846153846	16.2	19.01	20.23	0.11	"NA"	"N"	0	"log"	220	18	3960	0.0005	36.58731	-121.89808	"70 cm from 128"			
"MC140"	"B. luciae"	"7/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.83	5.2	1.3577023499	16.5	18.99	20.27	0	"NA"	"N"	0	"rotten log"	210	43	9030	0.0002	36.58766	-121.89782	"inside wood"			
"MC141"	"B. luciae"	"7/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.79	4.04	1.0659630607	16.5	18.99	20.27	0	"NA"	"N"	0	"rotten log"	210	43	9030	0.0002	36.58766	-121.89782	"inside wood"			
"MC187"	"B. luciae"	"7/24/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.59	5.28	1.4707520891	19.5	18.99	20.27	0	0	"Y"	4	"rotten log"	338	28			36.58641	-121.89848	"Male ﾖ teeth"			
"MC188"	"B. luciae"	"7/24/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0					19.5	18.99	20.27	0	0	"Y"	4	"rotten log"	338	28			36.58641	-121.89848	"very small juv, missing tail"			
"MC202"	"B. luciae"	"10/18/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	1	0.5	0	0	0		3.6	4.91	1.3638888889	18.8	19.11	20.75	0.34	0	"Y"	2	"log"	108	52	5616	0.0004	36.58652	-121.89847	"yellow eggs visible some with tiny dark lines."			
"MC207"	"B. luciae"	"11/12/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.11	4.29	1.3794212219	16	19.42	20.36	2.17	0.0001664332	"N"	0	"log"	427	4	1708	0.0012	36.58638	-121.89848	"within 3"" of 208"			
"MC208"	"B. luciae"	"11/12/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.19	3.62	1.1347962382	16	19.42	20.36	2.17	0.0001664332	"N"	0	"log"	427	4	1708	0.0012	36.58638	-121.89848	"inside log."			
"MC211"	"B. luciae"	"11/12/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.62	4.29	1.1850828729	16.2	19.42	20.36	2.17	0.0003634556	"N"	0	"log"	305	30	9150	0.0002	36.58647	-121.89821	"3' from 212 under log."			
"MC212"	"B. luciae"	"11/12/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.47	4.5	1.2968299712	16.2	19.42	20.36	2.17	0.0003634556	"N"	0	"log"	305	30	9150	0.0002	36.58647	-121.89821				
"MC232"	"B. luciae"	"11/23/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.42	4.73	1.3830409357	14.7	19.42	20.36	2.64	"NA"	"N"	0	"branch"	13	10	130	0.0154	36.58706	-121.89876	"l blue. touching 233."			
"MC233"	"B. luciae"	"11/23/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		2.74	3.38	1.2335766423	14.7	19.42	20.36	2.64	"NA"	"N"	0	"branch"	122	13	1586	0.0013	36.58706	-121.89876	"purple. touching 232."			
"MC276"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.98	3.05	0.7663316583	13.1	19.48	24.6	6.33	0.0009319335	"Y"	0	"log"	160	25	4000	0.0005	36.58839	-121.89758	"1.5' from 275"			
"MC277"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.39	1.8	0.5309734513	13.1	19.48	24.6	6.33	0.0009319335	"Y"	0	"log"	160	25	4000	0.0005	36.58839	-121.89758	"1' from 276. tail growing"			
"MC281"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.51	5.01	1.4273504274	13.4	19.48	24.6	6.33	0.000821523	"Y"	0	"bark"	40	10	400	0.005	36.58831	-121.89766	"3"" from 282"			
"MC282"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.58	5.18	1.4469273743	13.4	19.48	24.6	6.33	0.000821523	"Y"	0	"bark"	40	10	400	0.005	36.58831	-121.89766	"3"" from 281"			
"MC285"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.08	4.38	1.4220779221	14.1	19.48	24.6	6.33	0.0008490583	"Y"	0	"wood piece"	56	15	840	0.0024	36.58833	-121.89764	"3' from 278. In the process of shedding skin."			
"MC286"	"B. luciae"	"12/13/14"	"Don Dahvee Park, Monterey"	"DD"	1	2	0	0	0	0	0		3.39	3.39	1	14.1	19.48	24.6	6.33	0.0008490583	"Y"	0	"wood piece"	56	15	840	0.0024	36.58833	-121.89764				
"MC61"	"B. luciae"	"5/4/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		2.88	3.77	1.3090277778	18.3	18.84	20.04	0.53	"NA"	"N"	0	"log"	146	14	2044	0.0015	36.58667	-121.89881				
"MC62"	"B. luciae"	"5/4/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		3.15	3.63	1.1523809524	18.3	18.84	20.04	0.53	"NA"	"N"	0	"log"	146	14	2044	0.0015	36.58667	-121.89881				
"MC63"	"B. luciae"	"5/4/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		2.98	3.52	1.1812080537	18.3	18.84	20.04	0.53	"NA"	"N"	0	"log"	146	14	2044	0.0015	36.58667	-121.89881				
"MC82"	"B. luciae"	"5/9/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		2.69	2.49	0.9256505576	16.5	18.84	20.04	0.44	"NA"	"N"	0	"log"					36.58701	-121.89867	"green"	"127-129"		
"MC83"	"B. luciae"	"5/9/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		3.13	3.84	1.2268370607	16.5	18.84	20.04	0.44	"NA"	"N"	0	"log"					36.58701	-121.89867	"purple"			
"MC84"	"B. luciae"	"5/9/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		3.04	3.45	1.1348684211	16.5	18.84	20.04	0.44	"NA"	"N"	0	"log"					36.58701	-121.89867	"yellow"			
"MC92"	"B. luciae"	"5/10/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		3.11	3.31	1.0643086817	19.1	18.84	20.04	0.44	"NA"	"N"	0	"log"	228	10	2280	0.0013	36.58773	-121.89782	"yellow"	"0325-0327"		
"MC93"	"B. luciae"	"5/10/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		3.36	3.36	1	19.1	18.84	20.04	0.44	"NA"	"N"	0	"log"	228	10	2280	0.0013	36.58773	-121.89782	"green, touching MC92"			
"MC94"	"B. luciae"	"5/10/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		3.38	4	1.1834319527	19.1	18.84	20.04	0.44	"NA"	"N"	0	"log"	228	10	2280	0.0013	36.58773	-121.89782	"purple"	" 40 cm from MC91&92"		
"MC130"	"B. luciae"	"6/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		4	5.1	1.275	16.9	19.01	20.23	0.11	"NA"	"N"	0	"branch"	40	8	320	0.0063	36.58709	-121.89835				
"MC131"	"B. luciae"	"6/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		4.14	5.83	1.4082125604	16.9	19.01	20.23	0.11	"NA"	"N"	0	"branch"	40	8	320	0.0063	36.58709	-121.89835	"3rd escaped"			
"MC133"	"B. luciae"	"6/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		3.25	4.99	1.5353846154	16.1	19.01	20.23	0.11	"NA"	"N"	0	"log"	240	10	2400	0.0013	36.58694	-121.89835				
"MC134"	"B. luciae"	"6/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		3.62	4.6	1.270718232	16.1	19.01	20.23	0.11	"NA"	"N"	0	"log"	240	10	2400	0.0013	36.58694	-121.89835				
"MC135"	"B. luciae"	"6/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		3.45	4.32	1.252173913	16.1	19.01	20.23	0.11	"NA"	"N"	0	"log"	240	10	2400	0.0013	36.58694	-121.89835				
"MC137"	"B. luciae"	"6/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		3.87	4.05	1.0465116279	16.7	19.01	20.23	0.11	"NA"	"N"	0	"rotten log"	60	15	900	0.0033	36.58689	-121.89846	"broken skin on tail"			
"MC138"	"B. luciae"	"6/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		3	2.98	0.9933333333	16.7	19.01	20.23	0.11	"NA"	"N"	0	"rotten log"	60	15	900	0.0033	36.58689	-121.89846	"inside wood, in branch of log (30x10)"			
"MC139"	"B. luciae"	"6/8/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	0	0	0	0	0		3.7	5.36	1.4486486486	16.7	19.01	20.23	0.11	"NA"	"N"	0	"rotten log"	60	15	900	0.0033	36.58689	-121.89846	"inside wood, in branch of log (30x10)"			
"MC172"	"B. luciae"	"7/24/14"	"Don Dahvee Park, Monterey"	"DD"	1	3	6	0.75	0	0	0		3.61	4.7	1.3019390582	21.9	18.99	20.27	0	0.0035017281	"Y"	4	"large log"	173	61	10553	0.0008	36.58642	-121.89856				
