"ID"	"type"	"date"	"location"	"loc "	"code"	"group size"	"num.inf"	"prop.inf"	"zswab"	"status"	"logZE"	"sd"	"SVL"	"tail"	"body.con"	"temp"	"yr.tmax"	"yr.ppt"	"rain"	"NearestAL"	"AL"	"NumAL"	"cover"	"length"	"width"	"area"	"density"	"N (lat)"	"W (long)"	"Notes"			
"MC361"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.6	4.14	1.15	15.1	16.98	38.97	0.56	"NA"	"N"	0	"branch"	128	10	1280	0.0016	36.60857	-121.9314	"5 cm from 362"			
"MC362"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.76	3.79	1.0079787234	15.1	16.98	38.97	0.56	"NA"	"N"	0	"branch"	128	10	1280	0.0016	36.60857	-121.9314	"5cm from 361"			
"MC364"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.09	3.77	1.2200647249	14.9	16.98	38.97	0.56	"NA"	"N"	0	"branch"	90	7	630	0.0032	36.60879	-121.93211	"8cm from 365"			
"MC365"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.31	3.46	1.0453172205	14.9	16.98	38.97	0.56	"NA"	"N"	0	"branch"	90	7	630	0.0032	36.60879	-121.93211	"8cm from 364"			
"MC366"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.46	5.51	1.5924855491	14.6	16.98	38.97	0.56	"NA"	"N"	0					"#DIV/0!"	36.60882	-121.93207				
"MC367"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.12	1.22	0.391025641	14.6	16.98	38.97	0.56	"NA"	"N"	0					"#DIV/0!"	36.60882	-121.93207	"tail growing"			
"MC414"	"B. luciae"	"2/8/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.44	4.5	1.3081395349	17.1	16.92	38.81	0.4	"NA"	"N"	0	"log"	320	26	8320	0.0002	36.60988	-121.93168	"d. green. 258cm from 415"			
"MC415"	"B. luciae"	"2/8/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.31	4.82	1.4561933535	17.1	16.92	38.81	0.4	"NA"	"N"	0	"log"	320	26	8320	0.0002	36.60988	-121.93168	"pink. 258cm from 414"			
"MC416"	"B. luciae"	"2/8/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.29	4.96	1.5075987842	18.6	16.92	38.81	0.4	"NA"	"N"	0	"log"	114	38	4332	0.0005	36.60995	-121.93167	"pink."			
"MC417"	"B. luciae"	"2/8/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.75	5.29	1.4106666667	18.6	16.92	38.81	0.4	"NA"	"N"	0	"log"	114	38	4332	0.0005	36.60995	-121.93167	"l. green"			
"MC422"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.61	4.01	1.1108033241	14.4	16.92	38.81	0.83	"NA"	"N"	0	"log"	160	10	1600	0.0013	36.60953	-121.93033	"pink, 30 cm from 423"			
"MC423"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.42	4.37	1.2777777778	14.4	16.92	38.81	0.83	"NA"	"N"	0	"log"	160	10	1600	0.0013	36.60953	-121.93033	"l. grn, 30 cm from 422"			
"MC426"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.14	4.55	1.449044586	12.8	16.92	38.81	0.83	"NA"	"N"	0	"log"	130	14	1820	0.0011	36.60977	-121.93001	"pink, under bark. 20 cm from 427"			
"MC427"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.25	4.43	1.3630769231	12.8	16.92	38.81	0.83	"NA"	"N"	0	"log"	130	14	1820	0.0011	36.60977	-121.93001	"l. grn, under bark, 20 cm from 426. 426-7 with one ensatina juv."			
"MC447"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.48	5.31	1.525862069	14.7	16.92	38.81	0.83	"NA"	"N"	0	"bark piece"	44	18	792	0.0025	36.61	-121.92969	"orange, touching 448"			
"MC448"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.2	3.64	1.1375	14.7	16.92	38.81	0.83	"NA"	"N"	0	"bark piece"	44	18	792	0.0025	36.61	-121.92969	"touching 447"			
"MC451"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.85	5.5	1.4285714286	13.9	16.92	38.81	0.83	"NA"	"N"	0	"log"	200	17	3400	0.0006	36.61015	-121.9297	"l. blue"			
"MC452"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.46	4.31	1.2456647399	13.9	16.92	38.81	0.83	"NA"	"N"	0	"log"	200	17	3400	0.0006	36.61015	-121.9297	"l. grn"			
"MC462"	"B. luciae"	"3/1/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.63	5.3	1.4600550964	13.5	17.23	34.44	1.26	0.001248439	"N"	0	"log"	150	20	3000	0.0007	36.61021	-121.92977	"red. 110 cm from 463"			
"MC463"	"B. luciae"	"3/1/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.14	3.45	1.0987261146	13.5	17.23	34.44	1.26	0.001248439	"N"	0	"log"	150	20	3000	0.0007	36.61021	-121.92977	"orange. 110 cm from 462"			
"MC466"	"B. luciae"	"3/1/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		2.93	3.93	1.3412969283	13.1	17.23	34.44	1.26	0.001098772	"N"	0	"branch"	44	6	264	0.0076	36.6103	-121.92989	"pink"			
"MC467"	"B. luciae"	"3/1/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.25	3.67	1.1292307692	13.1	17.23	34.44	1.26	0.001098772	"N"	0	"branch"	44	6	264	0.0076	36.6103	-121.92989	"red"			
"MC479"	"B. luciae"	"3/1/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.32	4.94	1.4879518072	13.7	17.23	34.44	1.26	0.002372172	"N"	0	"log"	238	11	2618	0.0008	36.60854	-121.93122	"10 cm from 480"			
"MC480"	"B. luciae"	"3/1/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.52	4.22	1.1988636364	13.7	17.23	34.44	1.26	0.002372172	"N"	0	"log"	238	11	2618	0.0008	36.60854	-121.93122	"10cm from 479"			
"MC482"	"B. luciae"	"3/1/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.13	3.06	0.9776357827	13.6	17.23	34.44	1.26	0.003043222	"N"	0	"log"	130	20	2600	0.0008	36.60786	-121.93084	"orange. 40 cm from 483"			
"MC483"	"B. luciae"	"3/1/15"	"Rip Van Winkle Open Space"	"RV"	4	2	0	0	0	0	0		3.45	3.7	1.0724637681	13.6	17.23	34.44	1.26	0.003043222	"N"	0	"log"	130	20	2600	0.0008	36.60786	-121.93084	"red. 40 cm from 482"			
"MC357"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	3	1	0.33	0	0	0		3.7	5.68	1.5351351351	15	16.98	38.97	0.56	"NA"	"N"	0	"log"	290	30	8700	0.0003	36.60877	-121.93135				
"MC359"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	3	1	0.33	0	0	0		3.08	4.2	1.3636363636	15	16.98	38.97	0.56	"NA"	"N"	0	"log"	290	30	8700	0.0003	36.60877	-121.93135				
"MC374"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	3	0	0	0	0	0		3.31	4.35	1.3141993958	15.5	16.98	38.97	0.56	"NA"	"N"	0	"log"	268	14	3752	0.0008	36.60829	-121.93287				
"MC375"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	3	0	0	0	0	0		3.13	3.95	1.2619808307	15.5	16.98	38.97	0.56	"NA"	"N"	0	"log"	268	14	3752	0.0008	36.60829	-121.93287				
"MC376"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	3	0	0	0	0	0		3.13	2.27	0.7252396166	15.5	16.98	38.97	0.56	"NA"	"N"	0	"log"	268	14	3752	0.0008	36.60829	-121.93287	"tail growing"			
"MC396"	"B. luciae"	"2/6/15"	"Rip Van Winkle Open Space"	"RV"	4	3	0	0	0	0	0		3.62	4.73	1.3066298343	16.3	16.92	38.81	0.22	"NA"	"N"	0	"log"	120	15	1800	0.0017	36.60772	-121.93097	"1m from 395. red."			
"MC397"	"B. luciae"	"2/6/15"	"Rip Van Winkle Open Space"	"RV"	4	3	0	0	0	0	0		4.1	5.08	1.2390243902	16.3	16.92	38.81	0.22	"NA"	"N"	0	"log"	120	15	1800	0.0017	36.60772	-121.93097	"pink. eggs."			
"MC398"	"B. luciae"	"2/6/15"	"Rip Van Winkle Open Space"	"RV"	4	3	0	0	0	0	0		2.62	2.91	1.1106870229	16.3	16.92	38.81	0.22	"NA"	"N"	0	"log"	120	15	1800	0.0017	36.60772	-121.93097	"l. green"			
"MC440"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	3	0	0	0	0	0		3.04	4.12	1.3552631579	14.5	16.92	38.81	0.83	"NA"	"N"	0	"log"	150	9	1350	0.0022	36.60975	-121.92995	"2m from 439, l. grn"			
"MC441"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	3	0	0	0	0	0		3.46	5.06	1.4624277457	14.5	16.92	38.81	0.83	"NA"	"N"	0	"log"	150	9	1350	0.0022	36.60975	-121.92995	"l. blue"			
"MC442"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	3	0	0	0	0	0		3.91	4.44	1.1355498721	14.5	16.92	38.81	0.83	"NA"	"N"	0	"log"	150	9	1350	0.0022	36.60975	-121.92995	"pink"			
"MC334"	"B. luciae"	"1/17/15"	"Rip Van Winkle Open Space"	"RV"	4	4	1	0.25	0	0	0		3.27	3.9	1.1926605505	14.9	16.98	38.97	0.56	0.0009414882	"N"	0	"bark"	108	30	3240	0.0012	36.60835	-121.93103				
"MC335"	"B. luciae"	"1/17/15"	"Rip Van Winkle Open Space"	"RV"	4	4	1	0.25	0	0	0		3.63	4.66	1.2837465565	14.9	16.98	38.97	0.56	0.0009414882	"N"	0	"bark"	108	30	3240	0.0012	36.60835	-121.93103				
"MC337"	"B. luciae"	"1/17/15"	"Rip Van Winkle Open Space"	"RV"	4	4	1	0.25	0	0	0		4.02	5.32	1.3233830846	14.9	16.98	38.97	0.56	0.0009414882	"N"	0	"bark"	108	30	3240	0.0012	36.60835	-121.93103				
"MC382"	"B. luciae"	"2/6/15"	"Rip Van Winkle Open Space"	"RV"	4	4	0	0	0	0	0		3.45	4.86	1.4086956522	14.9	16.92	38.81	0.22	"NA"	"N"	0	"log"	247	28	6916	0.0006	36.60795	-121.9309	"d. green"			
"MC383"	"B. luciae"	"2/6/15"	"Rip Van Winkle Open Space"	"RV"	4	4	0	0	0	0	0		3.67	4.26	1.1607629428	14.9	16.92	38.81	0.22	"NA"	"N"	0	"log"	247	28	6916	0.0006	36.60795	-121.9309	"pink"			
"MC384"	"B. luciae"	"2/6/15"	"Rip Van Winkle Open Space"	"RV"	4	4	0	0	0	0	0		3.1	3.55	1.1451612903	14.9	16.92	38.81	0.22	"NA"	"N"	0	"log"	247	28	6916	0.0006	36.60795	-121.9309	"yellow"			
"MC385"	"B. luciae"	"2/6/15"	"Rip Van Winkle Open Space"	"RV"	4	4	0	0	0	0	0		2.89	3.44	1.1903114187	14.9	16.92	38.81	0.22	"NA"	"N"	0	"log"	247	28	6916	0.0006	36.60795	-121.9309	"red"			
"MC350"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	6	1	0.17	0	0	0		3.64	4.5	1.2362637363	14.5	16.98	38.97	0.56	"NA"	"N"	0	"log"	320	34	10880	0.0006	36.60877	-121.93135				
"MC351"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	6	1	0.17	0	0	0		3.54	5.1	1.4406779661	14.5	16.98	38.97	0.56	"NA"	"N"	0	"log"	320	34	10880	0.0006	36.60877	-121.93135				
"MC353"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	6	1	0.17	0	0	0		3.46	4.32	1.2485549133	14.5	16.98	38.97	0.56	"NA"	"N"	0	"log"	320	34	10880	0.0006	36.60877	-121.93135				
"MC354"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	6	1	0.17	0	0	0		3.49	4.37	1.2521489971	14.5	16.98	38.97	0.56	"NA"	"N"	0	"log"	320	34	10880	0.0006	36.60877	-121.93135				
"MC355"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	6	1	0.17	0	0	0		3.29	4.14	1.2583586626	14.5	16.98	38.97	0.56	"NA"	"N"	0	"log"	320	34	10880	0.0006	36.60877	-121.93135				
"MC433"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	6	1	0.17	0	0	0		3.84	5.51	1.4348958333	14.9	16.92	38.81	0.83	"NA"	"N"	0	"log"	326	18	5868	0.001	36.60972	-121.92998	"l. blue"			
"MC434"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	6	1	0.17	0	0	0		3.58	4.92	1.374301676	14.9	16.92	38.81	0.83	"NA"	"N"	0	"log"	326	18	5868	0.001	36.60972	-121.92998	"burg"			
"MC435"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	6	1	0.17	0	0	0		3.83	5.4	1.409921671	14.9	16.92	38.81	0.83	"NA"	"N"	0	"log"	326	18	5868	0.001	36.60972	-121.92998	"d. blue"			
"MC437"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	6	1	0.17	0	0	0		3.04	3.62	1.1907894737	14.9	16.92	38.81	0.83	"NA"	"N"	0	"log"	326	18	5868	0.001	36.60972	-121.92998	"red"			
"MC438"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	6	1	0.17	0	0	0		3.43	4.95	1.443148688	14.9	16.92	38.81	0.83	"NA"	"N"	0	"log"	326	18	5868	0.001	36.60972	-121.92998	"d. grn"			
"MC378"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	2	2	1	0.02176	1	0.01		3.59	4.53	1.2618384401	16.5	16.98	38.97	0.56	"NA"	"N"	0	"log"	320	18	5760	0.0003	36.6085	-121.93272				
"MC391"	"B. luciae"	"2/6/15"	"Rip Van Winkle Open Space"	"RV"	4	2	2	1	0.268	1	0.1		3.52	4.52	1.2840909091	15.8	16.92	38.81	0.22	"NA"	"N"	0	"log (oak)"	120	20	2400	0.0008	36.6079	-121.931	"33cm from 390. pink."			
"MC343"	"B. luciae"	"1/17/15"	"Rip Van Winkle Open Space"	"RV"	4	2	1	0.5	0.6424	1	0.22		3.69	4.85	1.3143631436	15.5	16.98	38.97	0.56	"?"	"N"	0	"log"	230	20	4600	0.0004	36.60815	-121.93121	"30 cm from 344"			
"MC340"	"B. luciae"	"1/17/15"	"Rip Van Winkle Open Space"	"RV"	4	1	1	0.5	1.168	1	0.34		3.27	4.25	1.2996941896	15.3	16.98	38.97	0.56	"?"	"N"	0	"bark"	33	14	462	0.0043	36.6082	-121.93118				
"MC352"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	6	1	0.17	2.824	1	0.58		3.46	4.58	1.323699422	14.5	16.98	38.97	0.56	"NA"	"N"	0	"log"	320	34	10880	0.0006	36.60877	-121.93135				
"MC332"	"B. luciae"	"1/17/15"	"Rip Van Winkle Open Space"	"RV"	4	2	1	0.5	6.776	1	0.89		3.27	4.4	1.3455657492	14.1	16.98	38.97	0.56	"4.47213595578e-05"	"Y"	1	"log"	190	18	3420	0.0006	36.60923	-121.93085	"106 cm from 333"			
"MC336"	"B. luciae"	"1/17/15"	"Rip Van Winkle Open Space"	"RV"	4	4	1	0.25	6.776	1	0.89		3.99	4.79	1.2005012531	14.9	16.98	38.97	0.56	0.0009414882	"N"	0	"bark"	108	30	3240	0.0012	36.60835	-121.93103				
"MC338"	"B. luciae"	"1/17/15"	"Rip Van Winkle Open Space"	"RV"	4	2	1	0.5	8	1	0.95		3.33	4.43	1.3303303303	14.9	16.98	38.97	0.56	0.0009414882	"N"	0	"bark"	40	24	960	0.0021	36.60835	-121.93103				
"MC329"	"B. luciae"	"1/17/15"	"Rip Van Winkle Open Space"	"RV"	4	1	1	1	11.2	1	1.09		3.21	3.59	1.1183800623	14.4	16.98	38.97	0.56	"2.99999999953e-05"	"Y"	1	"log"	130	22	2860	0.0003	36.6093	-121.93083	"28 cm from 326"			
"MC429"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	1	1	1	12.56	1	1.13		3.02	3.45	1.142384106	13.1	16.92	38.81	0.83	"NA"	"N"	0	"branch"	23	10	230	0.0043	36.60984	-121.93015	"orange"			
"MC342"	"B. luciae"	"1/17/15"	"Rip Van Winkle Open Space"	"RV"	4	1	1	1	67.12	1	1.83		3.53	3.9	1.104815864	15.2	16.98	38.97	0.56	"?"	"N"	0	"bark"	90	23	2070	0.0005	36.60819	-121.93117				
"MC436"	"B. luciae"	"2/28/15"	"Rip Van Winkle Open Space"	"RV"	4	6	1	0.17	72.72	1	1.87		3.02	3.55	1.1754966887	14.9	16.92	38.81	0.83	"NA"	"N"	0	"log"	326	18	5868	0.001	36.60972	-121.92998	"l. grn"			
"MC377"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	2	2	1	149.6	1	2.18		3.61	4.69	1.2991689751	16.5	16.98	38.97	0.56	"NA"	"N"	0	"log"	320	18	5760	0.0003	36.6085	-121.93272	"110cm apart"			
"MC358"	"B. luciae"	"1/18/15"	"Rip Van Winkle Open Space"	"RV"	4	3	1	0.33	291.2	1	2.47		3.28	4.54	1.3841463415	15	16.98	38.97	0.56	"NA"	"N"	0	"log"	290	30	8700	0.0003	36.60877	-121.93135				
"MC390"	"B. luciae"	"2/6/15"	"Rip Van Winkle Open Space"	"RV"	4	2	2	1	571.2	1	2.76		3.49	3.81	1.0916905444	15.8	16.92	38.81	0.22	"NA"	"N"	0	"log (oak)"	120	20	2400	0.0008	36.6079	-121.931	"d. green (33cm from 391)"			
"MC308"	"B. luciae"	"12/21/14"	"Veterans Memorial Park"	"VM"	5	1	0	0	0	0	0		3.51	3.34	0.9515669516	15.6	19.48	24.6	8.79	"NA"	"N"	0	"log"	340	15	5100	0.0004	36.59765	-121.91128				
"MC309"	"B. luciae"	"12/21/14"	"Veterans Memorial Park"	"VM"	5	1	0	0	0	0	0		3.13	4.87	1.5559105431	16.3	19.48	24.6	8.79	"NA"	"N"	0	"log"	310	13	4030	0.0005	36.59744	-121.91116				
"MC313"	"B. luciae"	"12/21/14"	"Veterans Memorial Park"	"VM"	5	1	0	0	0	0	0		3.68	5.42	1.472826087	16.4	19.48	24.6	8.79	"NA"	"N"	0	"log"	275	20	5500	0.0002	36.59741	-121.91103				
"MC314"	"B. luciae"	"12/21/14"	"Veterans Memorial Park"	"VM"	5	1	0	0	0	0	0		3.8	5.4	1.4210526316	16.4	19.48	24.6	8.79	"NA"	"N"	0	"wood piece"	65	12	780	0.0013	36.59741	-121.91103	"wood piece from above log, 2' from 313"			
"MC315"	"B. luciae"	"12/21/14"	"Veterans Memorial Park"	"VM"	5	1	0	0	0	0	0		2.97	3.78	1.2727272727	16.4	19.48	24.6	8.79	"NA"	"N"	0	"log"	80	12	960	0.001	36.59734	-121.91106	"7' from 314"			
"MC316"	"B. luciae"	"12/21/14"	"Veterans Memorial Park"	"VM"	5	1	0	0	0	0	0		4.29	6.39	1.4895104895	16.9	19.48	24.6	8.79	"NA"	"N"	0	"bark"	40	10	400	0.0025	36.59731	-121.91112	"Eggs. In burrow-like opening in soil under bark."			
"MC459"	"B. luciae"	"3/1/15"	"Veterans Memorial Park"	"VM"	5	1	0	0	0	0	0		4.78	5.8	1.2133891213	12	19.75	38.46	1.26	0.0001476482	"N"	0	"log"	297	25	7425	0.0001	36.59763	-121.9112	"log prev. recorded"			
"MC460"	"B. luciae"	"3/1/15"	"Veterans Memorial Park"	"VM"	5	1	0	0	0	0	0		4.27	5.64	1.3208430913	14	19.75	38.46	1.26	0.0003905125	"N"	0	"log"	330	20	6600	0.0002	36.59712	-121.91122				
"MC461"	"B. luciae"	"3/1/15"	"Veterans Memorial Park"	"VM"	5	1	0	0	0	0	0		3.67	4.75	1.2942779292	13.2	19.75	38.46	1.26	0.0003764306	"N"	0	"log"	160	20	3200	0.0003	36.59714	-121.91102				
"MC311"	"B. luciae"	"12/21/14"	"Veterans Memorial Park"	"VM"	5	2	0	0	0	0	0		3.25	3.92	1.2061538462	16.3	19.48	24.6	8.79	"NA"	"N"	0	"bark pile"					36.5974	-121.91119	"with 310, 312. All within 10 cm of each other. Tail growing"			
"MC312"	"B. luciae"	"12/21/14"	"Veterans Memorial Park"	"VM"	5	2	0	0	0	0	0		4.23	6.22	1.4704491726	16.3	19.48	24.6	8.79	"NA"	"N"	0	"bark pile"					36.5974	-121.91119	"eggs"			
"MC457"	"B. luciae"	"3/1/15"	"Veterans Memorial Park"	"VM"	5	2	0	0	0	0	0		3.82	5.43	1.4214659686	12.6	19.75	38.46	1.26	"4.47213595515e-05"	"Y"	1	"log"	270	12	3240	0.0006	36.59746	-121.91115	"red. 130 cm from458"			
"MC458"	"B. luciae"	"3/1/15"	"Veterans Memorial Park"	"VM"	5	2	0	0	0	0	0		3.38	5.18	1.5325443787	12.6	19.75	38.46	1.26	"4.47213595515e-05"	"Y"	1	"log"	270	12	3240	0.0006	36.59746	-121.91115	"grn. 130 cm from 457 log prev. recorded"			
"MC455"	"B. luciae"	"3/1/15"	"Veterans Memorial Park"	"VM"	5	3	1	0.33	0	0	0		3.9	5.81	1.4897435897	11.5	19.75	38.46	1.26	0	"Y"	1	"log"	180	13	2340	0.0013	36.5975	-121.91113	"orange"			
"MC456"	"B. luciae"	"3/1/15"	"Veterans Memorial Park"	"VM"	5	3	1	0.33	0	0	0		3.71	5.72	1.5417789757	11.5	19.75	38.46	1.26	0	"Y"	1	"log"	180	13	2340	0.0013	36.5975	-121.91113	"pink"			
"MC453"	"B. luciae"	"3/1/15"	"Veterans Memorial Park"	"VM"	5	3	1	0.33	279.2	1	2.45		3.7	4.96	1.3405405405	11.5	19.75	38.46	1.26	0	"Y"	1	"log"	180	13	2340	0.0013	36.5975	-121.91113	"l. grn"			
