36.58642,-121.89856,1
36.58642,-121.89856,2
36.58642,-121.89856,3
36.58642,-121.89856,4
36.58631,-121.89506,5
36.58631,-121.89506,6
36.58631,-121.89506,7
36.58631,-121.89506,8
36.60109,-121.90894,9
36.60109,-121.90894,10
36.58652,-121.89847,11
36.58643,-121.89828,12
36.587,-121.89888,13
36.58652,-121.89857,14
36.58816,-121.89817,15
36.58788,-121.89836,16
36.60927,-121.93083,17
36.60155,-121.90992,18
36.5975,-121.91113,19
36.61102,-121.93072,20
36.6109,-121.93098,21
36.58675,-121.89881,22
36.58675,-121.89881,23
36.58679,-121.89892,24
36.58694,-121.89855,25
36.58689,-121.89864,26
36.58684,-121.89864,27
36.58771,-121.89775,28
36.58765,-121.89785,29
36.58764,-121.8978,30
36.58763,-121.8977,31
36.5879,-121.89757,32
36.58786,-121.89755,33
36.58787,-121.89763,34
36.58793,-121.89753,35
36.588,-121.89747,36
36.58761,-121.89765,37
36.58761,-121.89765,38
36.58761,-121.89765,39
36.58761,-121.89765,40
36.58726,-121.8982,41
36.5871,-121.89834,42
36.5869,-121.89839,43
36.58674,-121.89883,44
36.58766,-121.89782,45
36.58643,-121.89828,46
36.58641,-121.89832,47
36.58654,-121.89823,48
36.58863,-121.89716,49
36.58863,-121.89716,50
36.58874,-121.89695,51
36.58874,-121.89695,52
36.58884,-121.89693,53
36.58854,-121.89698,54
36.58854,-121.89698,55
36.5871,-121.89879,56
36.58701,-121.8988,57
36.58701,-121.8988,58
36.58693,-121.8989,59
36.58693,-121.8989,60
36.54436,-121.91775,61
36.58696,-121.89896,62
36.58696,-121.89896,63
36.58839,-121.89758,64
36.58839,-121.89758,65
36.58833,-121.89764,66
36.58847,-121.89758,67
36.58847,-121.89758,68
36.58847,-121.89758,69
36.58844,-121.89759,70
36.58784,-121.89818,71
36.58791,-121.89831,72
36.58791,-121.89831,73
36.58791,-121.89831,74
36.58784,-121.89818,75
36.58784,-121.89818,76
36.58542,-121.89629,77
36.58703,-121.89872,78
36.58703,-121.89872,79
36.58765,-121.89785,80
36.58765,-121.89785,81
36.58761,-121.89765,82
36.58761,-121.89765,83
36.58724,-121.89817,84
36.58719,-121.89821,85
36.58731,-121.89808,86
36.58731,-121.89808,87
36.58766,-121.89782,88
36.58766,-121.89782,89
36.58641,-121.89848,90
36.58652,-121.89847,92
36.58638,-121.89848,93
36.58638,-121.89848,94
36.58647,-121.89821,95
36.58647,-121.89821,96
36.58706,-121.89876,97
36.58706,-121.89876,98
36.58839,-121.89758,99
36.58839,-121.89758,100
36.58831,-121.89766,101
36.58831,-121.89766,102
36.58833,-121.89764,103
36.58833,-121.89764,104
36.58667,-121.89881,105
