36.58667,-121.89881,106
36.58667,-121.89881,107
36.58701,-121.89867,108
36.58701,-121.89867,109
36.58701,-121.89867,110
36.58773,-121.89782,111
36.58773,-121.89782,112
36.58773,-121.89782,113
36.58709,-121.89835,114
36.58709,-121.89835,115
36.58694,-121.89835,116
36.58694,-121.89835,117
36.58694,-121.89835,118
36.58689,-121.89846,119
36.58689,-121.89846,120
36.58689,-121.89846,121
36.58642,-121.89856,122
36.58641,-121.89848,123
36.58641,-121.89848,124
36.58642,-121.89856,125
36.5871,-121.89879,126
36.5871,-121.89879,127
36.5871,-121.89879,128
36.58833,-121.89764,129
36.58833,-121.89764,130
36.58833,-121.89764,131
36.5869,-121.89859,132
36.5869,-121.89859,133
36.5869,-121.89859,134
36.5869,-121.89859,135
36.58791,-121.89746,136
36.58791,-121.89746,137
36.58791,-121.89746,138
36.58791,-121.89746,139
36.58652,-121.89853,140
36.58652,-121.89853,141
36.58652,-121.89853,142
36.58766,-121.89782,143
36.58766,-121.89782,144
36.58766,-121.89782,145
36.58766,-121.89782,146
36.58668,-121.89877,150
36.58668,-121.89877,151
36.58668,-121.89877,152
36.58668,-121.89877,153
36.58668,-121.89877,154
36.58679,-121.89892,155
36.58679,-121.89892,156
36.58679,-121.89892,157
36.58679,-121.89892,158
36.58679,-121.89892,159
36.58765,-121.89785,160
36.5886,-121.89697,161
36.5886,-121.89697,162
36.5886,-121.89697,163
36.5886,-121.89697,164
36.5886,-121.89697,165
36.58772,-121.89769,166
36.58772,-121.89769,167
36.58772,-121.89769,168
36.58772,-121.89769,169
36.58772,-121.89769,170
36.58772,-121.89769,171
36.58772,-121.89769,172
36.58675,-121.89881,173
36.58675,-121.89881,174
36.58675,-121.89881,175
36.58675,-121.89881,176
36.58675,-121.89881,177
36.58675,-121.89881,178
36.58675,-121.89881,179
36.58675,-121.89881,180
36.58641,-121.89848,181
36.58641,-121.89848,182
36.58641,-121.89848,183
36.58641,-121.89848,184
36.58641,-121.89848,185
36.58641,-121.89848,186
36.58641,-121.89848,187
36.58641,-121.89848,188
36.58641,-121.89848,189
36.58642,-121.89856,190
36.58641,-121.89848,191
36.58641,-121.89848,192
36.58641,-121.89848,193
36.58641,-121.89848,194
36.58642,-121.89856,195
36.58642,-121.89856,196
36.58642,-121.89856,197
36.58641,-121.89848,198
36.58642,-121.89856,199
36.58652,-121.89847,200
36.58642,-121.89856,201
36.58641,-121.89848,202
36.58642,-121.89856,204
36.58641,-121.89848,205
36.58652,-121.89853,206
36.58642,-121.89856,207
36.58642,-121.89856,208
36.58642,-121.89856,209
36.54436,-121.91775,210
36.54489,-121.91746,211
36.54512,-121.91736,212
36.54512,-121.91736,213
36.54508,-121.91734,214
36.54508,-121.91734,215
36.54497,-121.91737,216
36.54497,-121.91738,217
36.54497,-121.91738,218
36.54504,-121.91738,219
36.54504,-121.91738,220
36.54498,-121.91742,221
36.54548,-121.91705,222
36.54556,-121.91705,223
36.54556,-121.91705,224
36.54556,-121.91705,225
36.54556,-121.91705,226
36.54556,-121.91705,227
36.54742,-121.91727,228
36.54783,-121.91702,229
36.54791,-121.91689,230
36.54794,-121.91709,231
36.54791,-121.91689,232
36.54794,-121.91709,233
36.54497,-121.91737,234
36.54497,-121.91737,235
36.54771,-121.91722,236
36.54771,-121.91722,237
36.54789,-121.91711,238
36.54789,-121.91711,239
36.54789,-121.91711,240
36.54515,-121.9173,241
36.54515,-121.9173,242
36.54515,-121.9173,243
36.54515,-121.9173,244
36.54495,-121.91763,245
36.28282,-121.71684,246
36.38921,-121.54769,247
36.38928,-121.54759,248
36.38928,-121.54759,249
36.38858,-121.54941,250
36.4661,-121.71293,251
36.2805,-121.71822,252
36.2805,-121.71822,253
36.609,-121.93091,254
36.6088,-121.93087,255
36.6088,-121.93087,256
36.6093,-121.93083,257
36.60927,-121.93088,258
36.6082,-121.93118,259
36.60785,-121.93118,260
36.60833,-121.93122,261
36.60808,-121.93123,262
36.60877,-121.93135,263
36.6087,-121.93142,264
36.60871,-121.9315,265
36.60882,-121.93207,266
36.60882,-121.93207,267
36.60884,-121.93214,268
36.60892,-121.93211,269
36.60894,-121.93236,270
36.60888,-121.93236,271
36.60865,-121.93228,272
36.60795,-121.9309,273
36.60795,-121.9309,274
36.60794,-121.93108,275
36.6079,-121.931,276
36.6079,-121.931,277
36.60772,-121.93097,278
36.60772,-121.93097,279
36.60779,-121.93082,280
36.60779,-121.93082,281
36.60782,-121.93083,282
36.60796,-121.93076,283
36.60948,-121.93098,284
36.60946,-121.93082,285
36.60961,-121.93145,286
36.61007,-121.93138,287
36.60985,-121.93178,288
36.60966,-121.93049,289
36.60953,-121.93033,290
36.60984,-121.93024,291
36.60974,-121.93033,292
36.60984,-121.93028,293
36.60984,-121.93028,294
36.60975,-121.92995,295
36.60998,-121.92976,296
36.61005,-121.92978,297
36.61005,-121.92978,298
36.61005,-121.92978,299
36.61005,-121.92978,300
36.61011,-121.92963,301
36.61021,-121.92977,302
36.61021,-121.92977,303
36.61057,-121.93011,304
36.61052,-121.93023,305
36.61052,-121.93023,306
36.61102,-121.93072,307
36.61102,-121.93072,308
36.61104,-121.93088,309
36.61104,-121.93088,310
36.61094,-121.93085,311
36.6082,-121.9312,312
36.60804,-121.9312,313
36.60792,-121.93108,314
36.609,-121.93091,315
36.609,-121.93091,316
36.60923,-121.93085,317
36.60835,-121.93103,318
36.60815,-121.93121,319
36.60798,-121.93134,320
36.60798,-121.93134,321
36.60857,-121.9314,322
36.60857,-121.9314,323
36.60879,-121.93211,324
36.60879,-121.93211,325
36.60882,-121.93207,326
36.60882,-121.93207,327
36.60988,-121.93168,328
36.60988,-121.93168,329
36.60995,-121.93167,330
36.60995,-121.93167,331
36.60953,-121.93033,332
36.60953,-121.93033,333
36.60977,-121.93001,334
36.60977,-121.93001,335
36.61,-121.92969,336
36.61,-121.92969,337
36.61015,-121.9297,338
36.61015,-121.9297,339
36.61021,-121.92977,340
36.61021,-121.92977,341
36.6103,-121.92989,342
36.6103,-121.92989,343
36.60854,-121.93122,344
36.60854,-121.93122,345
36.60786,-121.93084,346
36.60786,-121.93084,347
36.60877,-121.93135,348
36.60877,-121.93135,349
36.60829,-121.93287,350
36.60829,-121.93287,351
36.60829,-121.93287,352
36.60772,-121.93097,353
36.60772,-121.93097,354
36.60772,-121.93097,355
36.60975,-121.92995,356
36.60975,-121.92995,357
36.60975,-121.92995,358
36.60835,-121.93103,359
36.60835,-121.93103,360
36.60835,-121.93103,361
36.60795,-121.9309,362
36.60795,-121.9309,363
36.60795,-121.9309,364
36.60795,-121.9309,365
36.60877,-121.93135,366
36.60877,-121.93135,367
36.60877,-121.93135,368
36.60877,-121.93135,369
36.60877,-121.93135,370
36.60972,-121.92998,371
36.60972,-121.92998,372
36.60972,-121.92998,373
36.60972,-121.92998,374
36.60972,-121.92998,375
36.6085,-121.93272,376
36.6079,-121.931,377
36.60815,-121.93121,378
36.6082,-121.93118,379
36.60877,-121.93135,380
36.60923,-121.93085,381
36.60835,-121.93103,382
36.60835,-121.93103,383
36.6093,-121.93083,384
36.60984,-121.93015,385
36.60819,-121.93117,386
36.60972,-121.92998,387
36.6085,-121.93272,388
36.60877,-121.93135,389
36.6079,-121.931,390
36.59765,-121.91128,391
36.59744,-121.91116,392
36.59741,-121.91103,393
36.59741,-121.91103,394
36.59734,-121.91106,395
36.59731,-121.91112,396
36.59763,-121.9112,397
36.59712,-121.91122,398
36.59714,-121.91102,399
36.5974,-121.91119,400
36.5974,-121.91119,401
36.59746,-121.91115,402
36.59746,-121.91115,403
36.5975,-121.91113,404
36.5975,-121.91113,405
36.5975,-121.91113,406
